pathway_id,pathway,contribution,rate,total_prod,dconc,species,alt_km
"1*493,1*646,1*701,1*741,1*1091,3*1292,1*1377","CH3O2+O -> CH3O+O2
H2CO+hv -> HCO+H
HCO+M -> H+CO+M
CH3O+M -> H+H2CO+M
O3+M -> O+O2+M
3(H -> H_transport)
CH3O2_transport -> CH3O2
Net:O3 + CH3O2_transport -> 2O2 + CO + 3H_transport",5.68451125319144e-16,0.45274924297782443,-0.45274924297782443,0.0,O3,17.5
"1*5,1*1091,1*1292,1*1295","H2+O -> OH+H
O3+M -> O+O2+M
H -> H_transport
OH -> OH_transport
Net:H2 + O3 -> O2 + H_transport + OH_transport",5.495878247042041e-16,0.4377253566785715,-0.4377253566785715,0.0,O3,17.5
"1*69,1*1091,1*1295,1*1301,1*1366","O+CH3O -> H2CO+OH
O3+M -> O+O2+M
OH -> OH_transport
H2CO -> H2CO_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> O2 + OH_transport + H2CO_transport",5.075435752419365e-16,0.40423874495812606,-0.40423874495812606,0.0,O3,17.5
"1*14,1*1091","CO+O+M -> CO2+M
O3+M -> O+O2+M
Net:CO + O3 -> O2 + CO2",4.825907011093432e-16,0.3843647498678536,-0.3843647498678536,0.0,O3,17.5
"1*67,1*336,1*646,1*674,1*701,1*1091,3*1292,1*1295","O+H2COH -> H2CO+OH
O1D+CH4 -> H2COH+H
H2CO+hv -> HCO+H
O3+hv -> O1D+O2
HCO+M -> H+CO+M
O3+M -> O+O2+M
3(H -> H_transport)
OH -> OH_transport
Net:CH4 + 2O3 -> 2O2 + CO + 3H_transport + OH_transport",4.601328764936086e-16,0.18323898240568248,-0.36647796481136496,0.0,O3,17.5
"1*27,1*490,1*493,1*701,1*741,1*911,1*1091,1*1179,2*1292,1*1320,1*1371,1*1373","H2CO+OH -> HCO+H2O
CH3+O2+M -> CH3O2+M
CH3O2+O -> CH3O+O2
HCO+M -> H+CO+M
CH3O+M -> H+H2CO+M
HCNOH+M -> HCN+OH+M
O3+M -> O+O2+M
CH3CO+M -> CH3+CO+M
2(H -> H_transport)
HCN -> HCN_transport
HCNOH_transport -> HCNOH
CH3CO_transport -> CH3CO
Net:O3 + HCNOH_transport + CH3CO_transport -> H2O + O2 + 2CO + 2H_transport + HCN_transport",4.085351691845071e-16,0.3253823949671296,-0.3253823949671296,0.0,O3,17.5
"2*398,1*401,1*405,1*448,1*449,1*1091,2*1301,2*1366","2(CH3O+O2 -> H2CO+HO2)
HO2+HO2 -> H2O2+O2
H2O2+OH -> HO2+H2O
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
O3+M -> O+O2+M
2(H2CO -> H2CO_transport)
2(CH3O_transport -> CH3O)
Net:O3 + 2CH3O_transport -> H2O + O2 + 2H2CO_transport",3.4190117876108594e-16,0.27231100962356447,-0.27231100962356447,0.0,O3,17.5
"1*424,1*426,1*1091,1*1295,1*1301,1*1366","CH3O+NO -> HNO+H2CO
O+HNO -> OH+NO
O3+M -> O+O2+M
OH -> OH_transport
H2CO -> H2CO_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> O2 + OH_transport + H2CO_transport",2.9449536051310555e-16,0.23455411660577413,-0.23455411660577413,0.0,O3,17.5
"1*412,1*659,1*1179,1*1295,1*1296,1*1301,1*1373","CH3+O3 -> H2CO+HO2
HO2+hv -> OH+O
CH3CO+M -> CH3+CO+M
OH -> OH_transport
O -> O_transport
H2CO -> H2CO_transport
CH3CO_transport -> CH3CO
Net:O3 + CH3CO_transport -> CO + OH_transport + O_transport + H2CO_transport",2.777041385621826e-16,0.2211805604839793,-0.2211805604839793,0.0,O3,17.5
"1*27,1*493,1*701,1*741,1*911,1*1091,2*1292,1*1320,1*1371,1*1377","H2CO+OH -> HCO+H2O
CH3O2+O -> CH3O+O2
HCO+M -> H+CO+M
CH3O+M -> H+H2CO+M
HCNOH+M -> HCN+OH+M
O3+M -> O+O2+M
2(H -> H_transport)
HCN -> HCN_transport
HCNOH_transport -> HCNOH
CH3O2_transport -> CH3O2
Net:O3 + HCNOH_transport + CH3O2_transport -> H2O + 2O2 + CO + 2H_transport + HCN_transport",2.471283497843782e-16,0.19682813226980544,-0.19682813226980544,0.0,O3,17.5
"1*411,1*470,1*477,2*1167,2*1315,2*1378","OH+O3 -> HO2+O2
HNO3+OH -> H2O+NO3
NO3+HO2 -> HNO3+O2
2(HSO3+M -> SO2+OH+M)
2(SO2 -> SO2_transport)
2(HSO3_transport -> HSO3)
Net:O3 + 2HSO3_transport -> H2O + 2O2 + 2SO2_transport",2.462451859543749e-16,0.19612472658082047,-0.19612472658082047,0.0,O3,17.5
"1*398,1*472,1*477,1*658,1*1091,1*1295,1*1301,1*1366","CH3O+O2 -> H2CO+HO2
NO2+O+M -> NO3+M
NO3+HO2 -> HNO3+O2
HNO3+hv -> OH+NO2
O3+M -> O+O2+M
OH -> OH_transport
H2CO -> H2CO_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> O2 + OH_transport + H2CO_transport",2.1270008231134315e-16,0.16940735440310054,-0.16940735440310054,0.0,O3,17.5
"1*416,1*662,1*1296","HS+O3 -> HSO+O2
HSO+hv -> HS+O
O -> O_transport
Net:O3 -> O2 + O_transport",2.071755934428045e-16,0.16500731358751408,-0.16500731358751408,0.0,O3,17.5
"1*412,1*448,1*645,1*670,1*1179,1*1295,1*1296,1*1373","CH3+O3 -> H2CO+HO2
NO+HO2 -> NO2+OH
H2CO+hv -> CO+H2
NO2+hv -> NO+O
CH3CO+M -> CH3+CO+M
OH -> OH_transport
O -> O_transport
CH3CO_transport -> CH3CO
Net:O3 + CH3CO_transport -> H2 + 2CO + OH_transport + O_transport",2.0654107036626078e-16,0.16450194060158527,-0.16450194060158527,0.0,O3,17.5
"2*391,1*401,1*405,1*448,1*449,1*1091,2*1300","2(HCO+O2 -> HO2+CO)
HO2+HO2 -> H2O2+O2
H2O2+OH -> HO2+H2O
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
O3+M -> O+O2+M
2(HCO_transport -> HCO)
Net:O3 + 2HCO_transport -> H2O + O2 + 2CO",1.9730064528515702e-16,0.1571423009176736,-0.1571423009176736,0.0,O3,17.5
"1*398,1*448,1*449,1*645,1*1091,1*1295,1*1366","CH3O+O2 -> H2CO+HO2
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
H2CO+hv -> CO+H2
O3+M -> O+O2+M
OH -> OH_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> H2 + O2 + CO + OH_transport",1.9275762093408183e-16,0.15352395847068775,-0.15352395847068775,0.0,O3,17.5
"1*389,1*472,1*476,1*1091,2*1167,2*1315,2*1378","OH+HO2 -> H2O+O2
NO2+O+M -> NO3+M
NO3+OH -> NO2+HO2
O3+M -> O+O2+M
2(HSO3+M -> SO2+OH+M)
2(SO2 -> SO2_transport)
2(HSO3_transport -> HSO3)
Net:O3 + 2HSO3_transport -> H2O + 2O2 + 2SO2_transport",1.8275696898115408e-16,0.14555882761017497,-0.14555882761017497,0.0,O3,17.5
"1*449,1*462,1*911,1*1091,1*1320,1*1337,1*1340,1*1371","NO2+O -> NO+O2
NO+OH+M -> HNO2+M
HCNOH+M -> HCN+OH+M
O3+M -> O+O2+M
HCN -> HCN_transport
NO2_transport -> NO2
HNO2 -> HNO2_transport
HCNOH_transport -> HCNOH
Net:O3 + NO2_transport + HCNOH_transport -> 2O2 + HCN_transport + HNO2_transport",1.795129010781882e-16,0.14297505352333176,-0.14297505352333176,0.0,O3,17.5
"1*424,1*426,1*447,1*670,1*1295,1*1301,1*1366","CH3O+NO -> HNO+H2CO
O+HNO -> OH+NO
NO+O3 -> NO2+O2
NO2+hv -> NO+O
OH -> OH_transport
H2CO -> H2CO_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> O2 + OH_transport + H2CO_transport",1.7168176256957338e-16,0.13673785585846782,-0.13673785585846782,0.0,O3,17.5
"1*479,1*1091,1*1167,1*1295,1*1339,1*1378","SO2+O+M -> SO3+M
O3+M -> O+O2+M
HSO3+M -> SO2+OH+M
OH -> OH_transport
SO3 -> SO3_transport
HSO3_transport -> HSO3
Net:O3 + HSO3_transport -> O2 + OH_transport + SO3_transport",1.6748713511424314e-16,0.13339699800739302,-0.13339699800739302,0.0,O3,17.5
err,err_pathways,0.0,0.0,0.0,0.0,O3,17.5
"1*1091,1*1296","O3+M -> O+O2+M
O -> O_transport
Net:O3 -> O2 + O_transport",0.9999974449289997,354411432114280.94,-354411432114280.94,0.0,O3,18.5
"1*673,1*1296","O3+hv -> O+O2
O -> O_transport
Net:O3 -> O2 + O_transport",1.9722981841712433e-06,699006810.0205555,-699006810.0205555,0.0,O3,18.5
"1*340,1*674,1*1296","O1D+N2 -> O+N2
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",4.3223539339688044e-07,153189556.1944606,-153189556.1944606,0.0,O3,18.5
"1*674,1*1379","O3+hv -> O1D+O2
O1D -> O1D_transport
Net:O3 -> O2 + O1D_transport",1.447047645909798e-07,51285153.889658496,-51285153.889658496,0.0,O3,18.5
"1*447,1*670,1*1296","NO+O3 -> NO2+O2
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",3.059247963085717e-09,1084235.2220878792,-1084235.2220878792,0.0,O3,18.5
"1*339,1*674,1*1296","O1D+O2 -> O+O2
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",1.3321601689353441e-09,472133.9996138684,-472133.9996138684,0.0,O3,18.5
"1*341,1*674,1*1296","O1D+CO2 -> CO2+O
O3+hv -> O1D+O2
O -> O_transport
Net:O3 -> O2 + O_transport",5.307693180339557e-10,188111.19476419306,-188111.19476419306,0.0,O3,18.5
"1*447,1*449,1*1091","NO+O3 -> NO2+O2
NO2+O -> NO+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",4.162055825269697e-10,73754.19672588015,-147508.3934517603,0.0,O3,18.5
"1*390,1*411,1*1091","HO2+O -> OH+O2
OH+O3 -> HO2+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",1.5701021888416877e-10,27823.179355856195,-55646.35871171239,0.0,O3,18.5
"1*411,1*448,1*670,1*1296","OH+O3 -> HO2+O2
NO+HO2 -> NO2+OH
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",1.0793191268731501e-10,38252.40148394657,-38252.40148394657,0.0,O3,18.5
"1*409,1*1091","O+O3 -> O2+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",8.761799418188977e-11,15526.449069671902,-31052.898139343804,0.0,O3,18.5
"1*449,1*1091,1*1330,1*1337","NO2+O -> NO+O2
O3+M -> O+O2+M
NO -> NO_transport
NO2_transport -> NO2
Net:O3 + NO2_transport -> 2O2 + NO_transport",6.593792181789653e-11,23369.21301211867,-23369.21301211867,0.0,O3,18.5
"1*338,1*674,2*1295","O1D+H2O -> OH+OH
O3+hv -> O1D+O2
2(OH -> OH_transport)
Net:H2O + O3 -> O2 + 2OH_transport",1.610836058337338e-11,5709.001730271355,-5709.001730271355,0.0,O3,18.5
"1*411,1*448,1*449,1*1091","OH+O3 -> HO2+O2
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",1.4681731634433415e-11,2601.6934147499405,-5203.386829499881,0.0,O3,18.5
"1*389,1*411,2*911,2*1320,2*1371","OH+HO2 -> H2O+O2
OH+O3 -> HO2+O2
2(HCNOH+M -> HCN+OH+M)
2(HCN -> HCN_transport)
2(HCNOH_transport -> HCNOH)
Net:O3 + 2HCNOH_transport -> H2O + 2O2 + 2HCN_transport",1.1069881663587445e-11,3923.3026380444408,-3923.3026380444408,0.0,O3,18.5
"1*385,1*390,1*1057,1*1091,1*1295,1*1364","H+O2+M -> HO2+M
HO2+O -> OH+O2
NNH+M -> H+N2+M
O3+M -> O+O2+M
OH -> OH_transport
NNH_transport -> NNH
Net:O3 + NNH_transport -> O2 + N2 + OH_transport",5.987550790954413e-12,2122.061872697901,-2122.061872697901,0.0,O3,18.5
"1*401,2*411,1*650","HO2+HO2 -> H2O2+O2
2(OH+O3 -> HO2+O2)
H2O2+hv -> OH+OH
Net:2O3 -> 3O2",5.6998438654745385e-12,1010.0474943383767,-2020.0949886767535,0.0,O3,18.5
"1*413,1*674","O1D+O3 -> O2+O2
O3+hv -> O1D+O2
Net:2O3 -> 3O2",3.0929116713030945e-12,548.0830278058021,-1096.1660556116042,0.0,O3,18.5
"1*390,1*398,1*1091,1*1295,1*1301,1*1366","HO2+O -> OH+O2
CH3O+O2 -> H2CO+HO2
O3+M -> O+O2+M
OH -> OH_transport
H2CO -> H2CO_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> O2 + OH_transport + H2CO_transport",1.6773832054804263e-12,594.4853030109189,-594.4853030109189,0.0,O3,18.5
"1*449,1*472,1*478,2*1091","NO2+O -> NO+O2
NO2+O+M -> NO3+M
NO3+NO -> NO2+NO2
2(O3+M -> O+O2+M)
Net:2O3 -> 3O2",1.6252033383520834e-12,287.99605716150995,-575.9921143230199,0.0,O3,18.5
"1*490,1*493,1*741,1*1091,1*1179,1*1292,1*1301,1*1373","CH3+O2+M -> CH3O2+M
CH3O2+O -> CH3O+O2
CH3O+M -> H+H2CO+M
O3+M -> O+O2+M
CH3CO+M -> CH3+CO+M
H -> H_transport
H2CO -> H2CO_transport
CH3CO_transport -> CH3CO
Net:O3 + CH3CO_transport -> O2 + CO + H_transport + H2CO_transport",1.3206010085043966e-12,468.037290544115,-468.037290544115,0.0,O3,18.5
"1*335,1*674,1*1295,1*1305","O1D+CH4 -> CH3+OH
O3+hv -> O1D+O2
OH -> OH_transport
CH3 -> CH3_transport
Net:CH4 + O3 -> O2 + OH_transport + CH3_transport",1.1149144489247047e-12,395.13943613762325,-395.13943613762325,0.0,O3,18.5
"1*446,1*449,2*1091","NO+O+M -> NO2+M
NO2+O -> NO+O2
2(O3+M -> O+O2+M)
Net:2O3 -> 3O2",1.0554268326597598e-12,187.0281454975833,-374.0562909951666,0.0,O3,18.5
"1*389,1*411,2*1167,2*1315,2*1378","OH+HO2 -> H2O+O2
OH+O3 -> HO2+O2
2(HSO3+M -> SO2+OH+M)
2(SO2 -> SO2_transport)
2(HSO3_transport -> HSO3)
Net:O3 + 2HSO3_transport -> H2O + 2O2 + 2SO2_transport",1.0316198034944688e-12,365.61878613588544,-365.61878613588544,0.0,O3,18.5
"1*390,1*391,1*1091,1*1295,1*1300","HO2+O -> OH+O2
HCO+O2 -> HO2+CO
O3+M -> O+O2+M
OH -> OH_transport
HCO_transport -> HCO
Net:O3 + HCO_transport -> O2 + CO + OH_transport",1.0262792049573381e-12,363.7260121238215,-363.7260121238215,0.0,O3,18.5
"1*334,1*674,1*1292,1*1295","O1D+H2 -> OH+H
O3+hv -> O1D+O2
H -> H_transport
OH -> OH_transport
Net:H2 + O3 -> O2 + H_transport + OH_transport",1.0070923834007016e-12,356.9259658436117,-356.9259658436117,0.0,O3,18.5
"1*473,1*478,1*670,1*1296","NO2+O3 -> NO3+O2
NO3+NO -> NO2+NO2
NO2+hv -> NO+O
O -> O_transport
Net:O3 -> O2 + O_transport",9.148494094220896e-13,324.2339178028676,-324.2339178028676,0.0,O3,18.5
"1*472,1*475,2*1091","NO2+O+M -> NO3+M
NO3+O -> NO2+O2
2(O3+M -> O+O2+M)
Net:2O3 -> 3O2",8.575675611434186e-13,151.9662620243842,-303.9325240487684,0.0,O3,18.5
"1*401,1*405,1*411,2*911,2*1320,2*1371","HO2+HO2 -> H2O2+O2
H2O2+OH -> HO2+H2O
OH+O3 -> HO2+O2
2(HCNOH+M -> HCN+OH+M)
2(HCN -> HCN_transport)
2(HCNOH_transport -> HCNOH)
Net:O3 + 2HCNOH_transport -> H2O + 2O2 + 2HCN_transport",8.102653042203289e-13,287.1680205959219,-287.1680205959219,0.0,O3,18.5
"1*385,1*390,1*1048,1*1091,1*1295,1*1333,1*1371","H+O2+M -> HO2+M
HO2+O -> OH+O2
HCNOH+M -> H+HNCO+M
O3+M -> O+O2+M
OH -> OH_transport
HNCO -> HNCO_transport
HCNOH_transport -> HCNOH
Net:O3 + HCNOH_transport -> O2 + OH_transport + HNCO_transport",7.835492794951344e-13,277.69953182000415,-277.69953182000415,0.0,O3,18.5
"1*449,1*658,1*1091,1*1295,1*1330,1*1341","NO2+O -> NO+O2
HNO3+hv -> OH+NO2
O3+M -> O+O2+M
OH -> OH_transport
NO -> NO_transport
HNO3_transport -> HNO3
Net:O3 + HNO3_transport -> 2O2 + OH_transport + NO_transport",6.270657356253492e-13,222.23983323132808,-222.23983323132808,0.0,O3,18.5
"1*11,1*911,1*1091,1*1292,1*1320,1*1371","O+OH -> O2+H
HCNOH+M -> HCN+OH+M
O3+M -> O+O2+M
H -> H_transport
HCN -> HCN_transport
HCNOH_transport -> HCNOH
Net:O3 + HCNOH_transport -> 2O2 + H_transport + HCN_transport",5.647812513120684e-13,200.16544354572582,-200.16544354572582,0.0,O3,18.5
"1*385,1*448,1*449,1*1057,1*1091,1*1295,1*1364","H+O2+M -> HO2+M
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
NNH+M -> H+N2+M
O3+M -> O+O2+M
OH -> OH_transport
NNH_transport -> NNH
Net:O3 + NNH_transport -> O2 + N2 + OH_transport",5.599422074338163e-13,198.45042669278087,-198.45042669278087,0.0,O3,18.5
"1*67,1*336,1*674,1*1091,1*1292,1*1295,1*1301","O+H2COH -> H2CO+OH
O1D+CH4 -> H2COH+H
O3+hv -> O1D+O2
O3+M -> O+O2+M
H -> H_transport
OH -> OH_transport
H2CO -> H2CO_transport
Net:CH4 + 2O3 -> 2O2 + H_transport + OH_transport + H2CO_transport",5.325828307353326e-13,94.37696302003475,-188.7539260400695,0.0,O3,18.5
"1*411,1*659,1*1296","OH+O3 -> HO2+O2
HO2+hv -> OH+O
O -> O_transport
Net:O3 -> O2 + O_transport",4.992034448465061e-13,176.92385985745625,-176.92385985745625,0.0,O3,18.5
"1*410,1*1057,1*1295,1*1364","H+O3 -> OH+O2
NNH+M -> H+N2+M
OH -> OH_transport
NNH_transport -> NNH
Net:O3 + NNH_transport -> O2 + N2 + OH_transport",2.829282904948823e-13,100.27327682527826,-100.27327682527826,0.0,O3,18.5
"1*449,1*462,1*467,2*911,1*1091,2*1320,2*1371","NO2+O -> NO+O2
NO+OH+M -> HNO2+M
HNO2+OH -> H2O+NO2
2(HCNOH+M -> HCN+OH+M)
O3+M -> O+O2+M
2(HCN -> HCN_transport)
2(HCNOH_transport -> HCNOH)
Net:O3 + 2HCNOH_transport -> H2O + 2O2 + 2HCN_transport",2.77674174301578e-13,98.41115322285644,-98.41115322285644,0.0,O3,18.5
"1*493,1*741,1*1091,1*1292,1*1301,1*1377","CH3O2+O -> CH3O+O2
CH3O+M -> H+H2CO+M
O3+M -> O+O2+M
H -> H_transport
H2CO -> H2CO_transport
CH3O2_transport -> CH3O2
Net:O3 + CH3O2_transport -> 2O2 + H_transport + H2CO_transport",2.7002659224786703e-13,95.70075578973137,-95.70075578973137,0.0,O3,18.5
"1*390,1*412,1*1091,1*1179,1*1295,1*1301,1*1373","HO2+O -> OH+O2
CH3+O3 -> H2CO+HO2
O3+M -> O+O2+M
CH3CO+M -> CH3+CO+M
OH -> OH_transport
H2CO -> H2CO_transport
CH3CO_transport -> CH3CO
Net:2O3 + CH3CO_transport -> 2O2 + CO + OH_transport + H2CO_transport",2.3325761241477777e-13,41.33468784680186,-82.66937569360373,0.0,O3,18.5
"1*412,1*448,1*670,1*1179,1*1295,1*1296,1*1301,1*1373","CH3+O3 -> H2CO+HO2
NO+HO2 -> NO2+OH
NO2+hv -> NO+O
CH3CO+M -> CH3+CO+M
OH -> OH_transport
O -> O_transport
H2CO -> H2CO_transport
CH3CO_transport -> CH3CO
Net:O3 + CH3CO_transport -> CO + OH_transport + O_transport + H2CO_transport",1.6033775544858335e-13,56.825678724165556,-56.825678724165556,0.0,O3,18.5
"1*449,1*490,1*495,1*741,1*1091,1*1179,1*1292,1*1301,1*1373","NO2+O -> NO+O2
CH3+O2+M -> CH3O2+M
CH3O2+NO -> CH3O+NO2
CH3O+M -> H+H2CO+M
O3+M -> O+O2+M
CH3CO+M -> CH3+CO+M
H -> H_transport
H2CO -> H2CO_transport
CH3CO_transport -> CH3CO
Net:O3 + CH3CO_transport -> O2 + CO + H_transport + H2CO_transport",1.5777770395304962e-13,55.918364889095876,-55.918364889095876,0.0,O3,18.5
"1*398,1*448,1*449,1*1091,1*1295,1*1301,1*1366","CH3O+O2 -> H2CO+HO2
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
O3+M -> O+O2+M
OH -> OH_transport
H2CO -> H2CO_transport
CH3O_transport -> CH3O
Net:O3 + CH3O_transport -> O2 + OH_transport + H2CO_transport",1.5686508350092955e-13,55.594920941260966,-55.594920941260966,0.0,O3,18.5
"1*449,1*473,1*478,1*1091","NO2+O -> NO+O2
NO2+O3 -> NO3+O2
NO3+NO -> NO2+NO2
O3+M -> O+O2+M
Net:2O3 -> 3O2",1.2446396526773994e-13,22.055782442671024,-44.11156488534205,0.0,O3,18.5
"1*391,1*448,1*449,1*1091,1*1295,1*1300","HCO+O2 -> HO2+CO
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
O3+M -> O+O2+M
OH -> OH_transport
HCO_transport -> HCO
Net:O3 + HCO_transport -> O2 + CO + OH_transport",9.597531002749689e-14,34.014833984773176,-34.014833984773176,0.0,O3,18.5
"1*415,1*684,1*1296","SO+O3 -> SO2+O2
SO2+hv -> SO+O
O -> O_transport
Net:O3 -> O2 + O_transport",9.239128550890314e-14,32.74461147689698,-32.74461147689698,0.0,O3,18.5
"1*390,1*405,1*1091,1*1335","HO2+O -> OH+O2
H2O2+OH -> HO2+H2O
O3+M -> O+O2+M
H2O2_transport -> H2O2
Net:O3 + H2O2_transport -> H2O + 2O2",9.004647186068326e-14,31.91358059044734,-31.91358059044734,0.0,O3,18.5
"1*445,1*674,2*1330,1*1334","O1D+N2O -> NO+NO
O3+hv -> O1D+O2
2(NO -> NO_transport)
N2O_transport -> N2O
Net:O3 + N2O_transport -> O2 + 2NO_transport",8.79998604373534e-14,31.18823625161727,-31.18823625161727,0.0,O3,18.5
"1*401,1*405,1*411,2*1167,2*1315,2*1378","HO2+HO2 -> H2O2+O2
H2O2+OH -> HO2+H2O
OH+O3 -> HO2+O2
2(HSO3+M -> SO2+OH+M)
2(SO2 -> SO2_transport)
2(HSO3_transport -> HSO3)
Net:O3 + 2HSO3_transport -> H2O + 2O2 + 2SO2_transport",7.513805537214261e-14,26.629853851890523,-26.629853851890523,0.0,O3,18.5
"1*385,1*448,1*449,1*1048,1*1091,1*1295,1*1333,1*1371","H+O2+M -> HO2+M
NO+HO2 -> NO2+OH
NO2+O -> NO+O2
HCNOH+M -> H+HNCO+M
O3+M -> O+O2+M
OH -> OH_transport
HNCO -> HNCO_transport
HCNOH_transport -> HCNOH
Net:O3 + HCNOH_transport -> O2 + OH_transport + HNCO_transport",7.327575640051425e-14,25.969832119928373,-25.969832119928373,0.0,O3,18.5
"1*444,1*674,1*1334","O1D+N2O -> N2+O2
O3+hv -> O1D+O2
N2O_transport -> N2O
Net:O3 + N2O_transport -> 2O2 + N2",6.595154885223539e-14,23.374042601214114,-23.374042601214114,0.0,O3,18.5
"1*473,1*475,1*1091","NO2+O3 -> NO3+O2
NO3+O -> NO2+O2
O3+M -> O+O2+M
Net:2O3 -> 3O2",6.567563370447102e-14,11.63812743434916,-23.27625486869832,0.0,O3,18.5
del,deleted_pathways,5.635982791354569e-14,19.97461836112227,19.97461836112227,0.0,O3,18.5
"1*11,1*1091,1*1167,1*1292,1*1315,1*1378","O+OH -> O2+H
O3+M -> O+O2+M
HSO3+M -> SO2+OH+M
H -> H_transport
SO2 -> SO2_transport
HSO3_transport -> HSO3
Net:O3 + HSO3_transport -> 2O2 + H_transport + SO2_transport",5.264316285228709e-14,18.657386408451337,-18.657386408451337,0.0,O3,18.5
"1*10,2*1091","O+O+M -> O2+M
2(O3+M -> O+O2+M)
Net:2O3 -> 3O2",5.207197718186945e-14,9.227475579879515,-18.45495115975903,0.0,O3,18.5
"1*390,1*472,1*476,2*1091","HO2+O -> OH+O2
NO2+O+M -> NO3+M
NO3+OH -> NO2+HO2
2(O3+M -> O+O2+M)
Net:2O3 -> 3O2",5.186937145813967e-14,9.191572595794032,-18.383145191588063,0.0,O3,18.5
"1*390,1*1091,1*1295,1*1332","HO2+O -> OH+O2
O3+M -> O+O2+M
OH -> OH_transport
HO2_transport -> HO2
Net:O3 + HO2_transport -> 2O2 + OH_transport",5.181142472429777e-14,18.36260815418722,-18.36260815418722,0.0,O3,18.5
"1*449,1*468,1*470,1*478,2*911,1*1091,2*1320,2*1371","NO2+O -> NO+O2
NO2+OH+M -> HNO3+M
HNO3+OH -> H2O+NO3
NO3+NO -> NO2+NO2
2(HCNOH+M -> HCN+OH+M)
O3+M -> O+O2+M
2(HCN -> HCN_transport)
2(HCNOH_transport -> HCNOH)
Net:O3 + 2HCNOH_transport -> H2O + 2O2 + 2HCN_transport",4.4105509508138045e-14,15.631536728595426,-15.631536728595426,0.0,O3,18.5
"1*411,1*472,1*477,1*658,1*1091","OH+O3 -> HO2+O2
NO2+O+M -> NO3+M
NO3+HO2 -> HNO3+O2
HNO3+hv -> OH+NO2
O3+M -> O+O2+M
Net:2O3 -> 3O2",3.858808379701646e-14,6.838046492217533,-13.676092984435066,0.0,O3,18.5
"1*410,1*1048,1*1295,1*1333,1*1371","H+O3 -> OH+O2
HCNOH+M -> H+HNCO+M
OH -> OH_transport
HNCO -> HNCO_transport
HCNOH_transport -> HCNOH
Net:O3 + HCNOH_transport -> O2 + OH_transport + HNCO_transport",3.7024864741183785e-14,13.122068864578111,-13.122068864578111,0.0,O3,18.5
"1*449,1*495,1*741,1*1091,1*1292,1*1301,1*1377","NO2+O -> NO+O2
CH3O2+NO -> CH3O+NO2
CH3O+M -> H+H2CO+M
O3+M -> O+O2+M
H -> H_transport
H2CO -> H2CO_transport
CH3O2_transport -> CH3O2
Net:O3 + CH3O2_transport -> 2O2 + H_transport + H2CO_transport",3.2261201874580403e-14,11.433767972186935,-11.433767972186935,0.0,O3,18.5
"1*273,1*415,1*683,1*1296","S+O2 -> SO+O
SO+O3 -> SO2+O2
SO2+hv -> S+O2
O -> O_transport
Net:O3 -> O2 + O_transport",2.8789843155324023e-14,10.203475613628559,-10.203475613628559,0.0,O3,18.5
"2*449,1*470,1*478,1*911,2*1091,1*1320,1*1330,1*1341,1*1371","2(NO2+O -> NO+O2)
HNO3+OH -> H2O+NO3
NO3+NO -> NO2+NO2
HCNOH+M -> HCN+OH+M
2(O3+M -> O+O2+M)
HCN -> HCN_transport
NO -> NO_transport
HNO3_transport -> HNO3
HCNOH_transport -> HCNOH
Net:2O3 + HNO3_transport + HCNOH_transport -> H2O + 4O2 + HCN_transport + NO_transport",2.769418592918278e-14,4.907580587417259,-9.815161174834518,0.0,O3,18.5
"2*385,1*390,1*401,1*405,2*1057,1*1091,2*1364","2(H+O2+M -> HO2+M)
HO2+O -> OH+O2
HO2+HO2 -> H2O2+O2
H2O2+OH -> HO2+H2O
2(NNH+M -> H+N2+M)
O3+M -> O+O2+M
2(NNH_transport -> NNH)
Net:O3 + 2NNH_transport -> H2O + O2 + 2N2",2.4916219111335255e-14,8.830615460971023,-8.830615460971023,0.0,O3,18.5
